Latitude (decimal degrees):	59.246
Longitude (decimal degrees):	18.035
Elevation (m):	57
Radiation database:	PVGIS-SARAH3


Slope: 42 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20231130:1611,0.0,0.0,0.0,-1.46,5.66,0.0
20231130:1711,0.0,0.0,0.0,-1.3,5.66,0.0
20231130:1811,0.0,0.0,0.0,-1.26,5.66,0.0
20231130:1911,0.0,0.0,0.0,-1.03,6.0,0.0
20231130:2011,0.0,0.0,0.0,-1.0,6.0,0.0
20231130:2111,0.0,0.0,0.0,-1.03,6.0,0.0
20231130:2211,0.0,0.0,0.0,-1.06,6.0,0.0
20231130:2311,0.0,0.0,0.0,-1.08,5.93,0.0
20231201:0011,0.0,0.0,0.0,-1.13,5.79,0.0
20231201:0111,0.0,0.0,0.0,-1.11,5.66,0.0
20231201:0211,0.0,0.0,0.0,-1.17,5.45,0.0
20231201:0311,0.0,0.0,0.0,-1.21,5.24,0.0
20231201:0411,0.0,0.0,0.0,-1.24,5.03,0.0
20231201:0511,0.0,0.0,0.0,-1.28,4.97,0.0
20231201:0611,0.0,0.0,0.0,-1.31,4.9,0.0
20231201:0711,0.0,0.0,0.0,-0.93,4.62,0.0
20231201:0811,0.7,7.17,3.6,-0.94,4.41,0.0
20231201:0911,40.72,59.92,7.06,-0.93,4.28,0.0
20231201:1011,38.81,57.93,8.8,-0.85,4.14,0.0
20231201:1111,82.26,105.77,8.67,-0.83,4.07,0.0
20231201:1211,2.5,10.76,6.7,-0.79,3.93,0.0
20231201:1311,0.0,2.48,3.02,-0.94,4.34,0.0
20231201:1411,0.0,0.0,0.0,-1.15,4.48,0.0
20231201:1511,0.0,0.0,0.0,-1.33,4.48,0.0
20231201:1611,0.0,0.0,0.0,-1.44,4.28,0.0
20231201:1711,0.0,0.0,0.0,-1.59,4.0,0.0
20231201:1811,0.0,0.0,0.0,-1.86,3.79,0.0
20231201:1911,0.0,0.0,0.0,-2.1,4.21,0.0
20231201:2011,0.0,0.0,0.0,-2.29,4.34,0.0
20231201:2111,0.0,0.0,0.0,-2.57,4.34,0.0
20231201:2211,0.0,0.0,0.0,-2.99,4.48,0.0
20231201:2311,0.0,0.0,0.0,-3.48,4.41,0.0
20231202:0011,0.0,0.0,0.0,-4.02,4.34,0.0
20231202:0111,0.0,0.0,0.0,-4.78,4.28,0.0
20231202:0211,0.0,0.0,0.0,-5.3,4.21,0.0
20231202:0311,0.0,0.0,0.0,-5.65,4.14,0.0
20231202:0411,0.0,0.0,0.0,-6.04,4.0,0.0
20231202:0511,0.0,0.0,0.0,-6.49,4.14,0.0
20231202:0611,0.0,0.0,0.0,-6.76,4.14,0.0
20231202:0711,0.0,0.0,0.0,-5.97,4.14,0.0
20231202:0811,0.0,2.69,3.43,-6.04,4.07,0.0
20231202:0911,1.17,8.07,6.89,-6.01,3.79,0.0
20231202:1011,9.66,21.52,8.64,-5.91,3.72,0.0
20231202:1111,20.01,34.96,8.52,-5.92,3.72,0.0
20231202:1211,25.57,41.53,6.56,-5.89,3.86,0.0
20231202:1311,0.0,4.13,2.91,-5.86,3.72,0.0
20231202:1411,0.0,0.0,0.0,-6.08,3.72,0.0
20231202:1511,0.0,0.0,0.0,-6.1,3.72,0.0
20231202:1611,0.0,0.0,0.0,-5.93,3.66,0.0
20231202:1711,0.0,0.0,0.0,-5.92,3.66,0.0
20231202:1811,0.0,0.0,0.0,-5.92,3.66,0.0
20231202:1911,0.0,0.0,0.0,-5.88,3.45,0.0
20231202:2011,0.0,0.0,0.0,-5.88,3.45,0.0
20231202:2111,0.0,0.0,0.0,-6.01,3.59,0.0
20231202:2211,0.0,0.0,0.0,-6.28,3.72,0.0
20231202:2311,0.0,0.0,0.0,-6.3,3.72,0.0
20231203:0011,0.0,0.0,0.0,-6.43,3.72,0.0
20231203:0111,0.0,0.0,0.0,-6.44,3.72,0.0
20231203:0211,0.0,0.0,0.0,-6.57,3.72,0.0
20231203:0311,0.0,0.0,0.0,-6.37,3.79,0.0
20231203:0411,0.0,0.0,0.0,-6.19,3.86,0.0
20231203:0511,0.0,0.0,0.0,-6.12,3.86,0.0
20231203:0611,0.0,0.0,0.0,-6.03,3.86,0.0
20231203:0711,0.0,0.0,0.0,-5.3,3.86,0.0
20231203:0811,0.34,6.28,3.26,-5.25,3.86,0.0
20231203:0911,22.29,37.68,6.73,-5.04,3.79,0.0
20231203:1011,2.08,9.86,8.49,-4.76,3.79,0.0
20231203:1111,10.24,22.41,8.39,-4.58,3.93,0.0
20231203:1211,1.6,8.97,6.44,-4.45,3.79,0.0
20231203:1311,0.0,2.48,2.8,-4.48,4.0,0.0
20231203:1411,0.0,0.0,0.0,-4.58,4.07,0.0
20231203:1511,0.0,0.0,0.0,-4.63,4.28,0.0
20231203:1611,0.0,0.0,0.0,-4.8,4.48,0.0
20231203:1711,0.0,0.0,0.0,-5.08,4.62,0.0
20231203:1811,0.0,0.0,0.0,-5.53,4.28,0.0
20231203:1911,0.0,0.0,0.0,-6.47,4.0,0.0
20231203:2011,0.0,0.0,0.0,-7.41,4.0,0.0
20231203:2111,0.0,0.0,0.0,-8.19,4.0,0.0
20231203:2211,0.0,0.0,0.0,-8.98,3.93,0.0
20231203:2311,0.0,0.0,0.0,-9.58,3.79,0.0
20231204:0011,0.0,0.0,0.0,-10.03,3.66,0.0
20231204:0111,0.0,0.0,0.0,-10.49,3.66,0.0
20231204:0211,0.0,0.0,0.0,-10.9,3.66,0.0
20231204:0311,0.0,0.0,0.0,-11.22,3.72,0.0
20231204:0411,0.0,0.0,0.0,-11.5,3.72,0.0
20231204:0511,0.0,0.0,0.0,-11.57,3.79,0.0
20231204:0611,0.0,0.0,0.0,-11.58,3.79,0.0
20231204:0711,0.0,0.0,0.0,-10.93,3.72,0.0
20231204:0811,0.78,7.17,3.1,-10.59,3.66,0.0
20231204:0911,91.43,111.32,6.58,-10.11,3.45,0.0
20231204:1011,15.32,28.69,8.34,-9.37,3.31,0.0
20231204:1111,22.53,37.65,8.25,-8.87,3.24,0.0
20231204:1211,12.48,25.1,6.32,-8.57,2.97,0.0
20231204:1311,0.0,1.65,2.69,-8.57,3.03,0.0
20231204:1411,0.0,0.0,0.0,-8.75,2.9,0.0
20231204:1511,0.0,0.0,0.0,-8.79,2.76,0.0
20231204:1611,0.0,0.0,0.0,-8.68,2.69,0.0
20231204:1711,0.0,0.0,0.0,-8.67,2.55,0.0
20231204:1811,0.0,0.0,0.0,-8.72,2.41,0.0
20231204:1911,0.0,0.0,0.0,-9.15,2.28,0.0
20231204:2011,0.0,0.0,0.0,-9.62,2.21,0.0
20231204:2111,0.0,0.0,0.0,-10.01,2.14,0.0
20231204:2211,0.0,0.0,0.0,-10.22,2.07,0.0
20231204:2311,0.0,0.0,0.0,-10.44,2.07,0.0
20231205:0011,0.0,0.0,0.0,-10.52,2.0,0.0
20231205:0111,0.0,0.0,0.0,-10.56,1.79,0.0
20231205:0211,0.0,0.0,0.0,-10.64,1.86,0.0
20231205:0311,0.0,0.0,0.0,-10.58,1.79,0.0
20231205:0411,0.0,0.0,0.0,-10.53,1.66,0.0
20231205:0511,0.0,0.0,0.0,-10.45,1.59,0.0
20231205:0611,0.0,0.0,0.0,-10.33,1.59,0.0
20231205:0711,0.0,0.0,0.0,-9.71,1.72,0.0
20231205:0811,0.0,5.38,2.95,-9.7,1.66,0.0
20231205:0911,12.54,25.1,6.43,-9.59,1.59,0.0
20231205:1011,13.18,26.0,8.2,-8.93,1.45,0.0
20231205:1111,28.78,44.98,8.13,-8.46,1.52,0.0
20231205:1211,4.82,14.34,6.21,-7.94,1.52,0.0
20231205:1311,0.0,1.65,2.6,-8.21,1.72,0.0
20231205:1411,0.0,0.0,0.0,-8.25,1.72,0.0
20231205:1511,0.0,0.0,0.0,-8.43,1.86,0.0
20231205:1611,0.0,0.0,0.0,-8.69,1.93,0.0
20231205:1711,0.0,0.0,0.0,-9.0,1.93,0.0
20231205:1811,0.0,0.0,0.0,-9.35,1.86,0.0
20231205:1911,0.0,0.0,0.0,-9.53,1.66,0.0
20231205:2011,0.0,0.0,0.0,-9.84,1.66,0.0
20231205:2111,0.0,0.0,0.0,-10.39,1.72,0.0
20231205:2211,0.0,0.0,0.0,-10.66,1.86,0.0
20231205:2311,0.0,0.0,0.0,-11.31,1.86,0.0
20231206:0011,0.0,0.0,0.0,-11.84,1.79,0.0
20231206:0111,0.0,0.0,0.0,-12.33,1.72,0.0
20231206:0211,0.0,0.0,0.0,-12.63,1.52,0.0
20231206:0311,0.0,0.0,0.0,-12.94,1.66,0.0
20231206:0411,0.0,0.0,0.0,-12.87,1.59,0.0
20231206:0511,0.0,0.0,0.0,-13.01,1.45,0.0
20231206:0611,0.0,0.0,0.0,-13.04,1.38,0.0
20231206:0711,0.0,0.0,0.0,-12.51,1.59,0.0
20231206:0811,0.02,5.38,2.8,-12.14,1.38,0.0
20231206:0911,32.77,48.85,6.29,-11.52,1.24,0.0
20231206:1011,17.59,31.38,8.07,-11.06,1.31,0.0
20231206:1111,13.99,26.9,8.01,-10.59,1.45,0.0
20231206:1211,5.49,15.24,6.11,-10.37,1.59,0.0
20231206:1311,0.0,1.65,2.51,-10.32,1.66,0.0
20231206:1411,0.0,0.0,0.0,-10.36,1.79,0.0
20231206:1511,0.0,0.0,0.0,-10.16,1.86,0.0
20231206:1611,0.0,0.0,0.0,-9.97,1.86,0.0
20231206:1711,0.0,0.0,0.0,-9.5,2.0,0.0
20231206:1811,0.0,0.0,0.0,-8.82,2.21,0.0
20231206:1911,0.0,0.0,0.0,-8.62,2.28,0.0
20231206:2011,0.0,0.0,0.0,-7.87,2.48,0.0
20231206:2111,0.0,0.0,0.0,-7.17,2.48,0.0
20231206:2211,0.0,0.0,0.0,-6.54,2.28,0.0
20231206:2311,0.0,0.0,0.0,-5.52,1.93,0.0
20231207:0011,0.0,0.0,0.0,-4.46,1.66,0.0
20231207:0111,0.0,0.0,0.0,-3.39,1.93,0.0
20231207:0211,0.0,0.0,0.0,-2.49,2.48,0.0
20231207:0311,0.0,0.0,0.0,-1.9,2.83,0.0
20231207:0411,0.0,0.0,0.0,-1.36,2.9,0.0
20231207:0511,0.0,0.0,0.0,-1.03,3.1,0.0
20231207:0611,0.0,0.0,0.0,-0.71,3.31,0.0
20231207:0711,0.0,0.0,0.0,-0.24,3.79,0.0
20231207:0811,0.0,1.79,2.66,0.0,3.93,0.0
20231207:0911,0.3,6.28,6.16,0.31,4.14,0.0
20231207:1011,1.54,8.97,7.95,0.35,4.28,0.0
20231207:1111,4.58,14.34,7.9,0.39,4.21,0.0
20231207:1211,2.99,11.65,6.01,0.22,4.14,0.0
20231207:1311,0.0,1.65,2.43,0.16,4.07,0.0
20231207:1411,0.0,0.0,0.0,0.02,4.0,0.0
20231207:1511,0.0,0.0,0.0,-0.09,3.86,0.0
20231207:1611,0.0,0.0,0.0,-0.29,3.72,0.0
20231207:1711,0.0,0.0,0.0,-0.26,3.45,0.0
20231207:1811,0.0,0.0,0.0,-0.28,3.17,0.0
20231207:1911,0.0,0.0,0.0,0.09,3.52,0.0
20231207:2011,0.0,0.0,0.0,0.08,3.59,0.0
20231207:2111,0.0,0.0,0.0,0.22,3.79,0.0
20231207:2211,0.0,0.0,0.0,0.24,3.79,0.0
20231207:2311,0.0,0.0,0.0,0.22,3.86,0.0
20231208:0011,0.0,0.0,0.0,0.45,4.14,0.0
20231208:0111,0.0,0.0,0.0,0.52,4.28,0.0
20231208:0211,0.0,0.0,0.0,0.67,4.62,0.0
20231208:0311,0.0,0.0,0.0,0.85,4.69,0.0
20231208:0411,0.0,0.0,0.0,0.92,4.69,0.0
20231208:0511,0.0,0.0,0.0,1.06,4.41,0.0
20231208:0611,0.0,0.0,0.0,1.14,4.21,0.0
20231208:0711,0.0,0.0,0.0,1.1,3.79,0.0
20231208:0811,0.0,2.69,2.52,1.11,3.86,0.0
20231208:0911,29.0,46.64,6.03,1.34,3.86,0.0
20231208:1011,2.46,10.76,7.84,1.54,4.07,0.0
20231208:1111,1.98,9.86,7.8,1.56,4.21,0.0
20231208:1211,7.43,18.83,5.92,1.53,4.28,0.0
20231208:1311,2.01,9.92,2.35,1.38,4.55,0.0
20231208:1411,0.0,0.0,0.0,1.21,4.69,0.0
20231208:1511,0.0,0.0,0.0,1.16,4.9,0.0
20231208:1611,0.0,0.0,0.0,1.01,5.03,0.0
20231208:1711,0.0,0.0,0.0,0.95,5.1,0.0
20231208:1811,0.0,0.0,0.0,0.93,4.97,0.0
20231208:1911,0.0,0.0,0.0,0.98,4.69,0.0
20231208:2011,0.0,0.0,0.0,0.98,4.62,0.0
20231208:2111,0.0,0.0,0.0,1.0,4.55,0.0
20231208:2211,0.0,0.0,0.0,0.94,4.34,0.0
20231208:2311,0.0,0.0,0.0,0.87,4.14,0.0
20231209:0011,0.0,0.0,0.0,0.76,4.07,0.0
20231209:0111,0.0,0.0,0.0,0.67,4.0,0.0
20231209:0211,0.0,0.0,0.0,0.59,4.0,0.0
20231209:0311,0.0,0.0,0.0,0.53,4.0,0.0
20231209:0411,0.0,0.0,0.0,0.36,4.07,0.0
20231209:0511,0.0,0.0,0.0,0.11,4.21,0.0
20231209:0611,0.0,0.0,0.0,0.02,4.28,0.0
20231209:0711,0.0,0.0,0.0,0.13,4.48,0.0
20231209:0811,0.0,2.69,2.4,0.08,4.48,0.0
20231209:0911,0.3,6.28,5.91,0.1,4.48,0.0
20231209:1011,1.54,8.97,7.73,0.08,4.48,0.0
20231209:1111,1.54,8.97,7.7,0.03,4.41,0.0
20231209:1211,0.69,7.17,5.84,-0.02,4.34,0.0
20231209:1311,0.0,1.65,2.29,-0.16,4.14,0.0
20231209:1411,0.0,0.0,0.0,-0.39,4.07,0.0
20231209:1511,0.0,0.0,0.0,-0.53,4.0,0.0
20231209:1611,0.0,0.0,0.0,-0.6,4.07,0.0
20231209:1711,0.0,0.0,0.0,-0.68,4.07,0.0
20231209:1811,0.0,0.0,0.0,-0.69,4.0,0.0
20231209:1911,0.0,0.0,0.0,-0.56,3.93,0.0
20231209:2011,0.0,0.0,0.0,-0.55,3.79,0.0
20231209:2111,0.0,0.0,0.0,-0.47,3.66,0.0
20231209:2211,0.0,0.0,0.0,-0.47,3.59,0.0
20231209:2311,0.0,0.0,0.0,-0.34,3.38,0.0
20231210:0011,0.0,0.0,0.0,-0.25,3.03,0.0
20231210:0111,0.0,0.0,0.0,-0.27,2.83,0.0
20231210:0211,0.0,0.0,0.0,-0.3,2.83,0.0
20231210:0311,0.0,0.0,0.0,-0.08,2.9,0.0
20231210:0411,0.0,0.0,0.0,-0.01,2.97,0.0
20231210:0511,0.0,0.0,0.0,0.0,2.97,0.0
20231210:0611,0.0,0.0,0.0,-0.03,3.03,0.0
20231210:0711,0.0,0.0,0.0,-0.18,2.76,0.0
20231210:0811,0.0,1.79,2.27,-0.03,2.69,0.0
20231210:0911,0.3,6.28,5.8,0.09,2.69,0.0
20231210:1011,1.1,8.07,7.62,0.42,2.69,0.0
20231210:1111,1.09,8.07,7.62,0.61,2.69,0.0
20231210:1211,11.22,24.21,5.77,0.61,2.55,0.0
20231210:1311,0.0,1.65,2.23,0.53,2.69,0.0
20231210:1411,0.0,0.0,0.0,0.37,2.97,0.0
20231210:1511,0.0,0.0,0.0,0.43,3.31,0.0
20231210:1611,0.0,0.0,0.0,0.49,3.72,0.0
20231210:1711,0.0,0.0,0.0,0.48,4.0,0.0
20231210:1811,0.0,0.0,0.0,0.44,4.28,0.0
20231210:1911,0.0,0.0,0.0,0.42,4.28,0.0
20231210:2011,0.0,0.0,0.0,0.58,4.14,0.0
20231210:2111,0.0,0.0,0.0,0.62,4.0,0.0
20231210:2211,0.0,0.0,0.0,0.73,4.34,0.0
20231210:2311,0.0,0.0,0.0,0.73,4.62,0.0
20231211:0011,0.0,0.0,0.0,0.87,4.83,0.0
20231211:0111,0.0,0.0,0.0,0.99,4.83,0.0
20231211:0211,0.0,0.0,0.0,0.96,4.69,0.0
20231211:0311,0.0,0.0,0.0,0.95,4.9,0.0
20231211:0411,0.0,0.0,0.0,0.91,4.83,0.0
20231211:0511,0.0,0.0,0.0,0.91,4.76,0.0
20231211:0611,0.0,0.0,0.0,1.0,4.9,0.0
20231211:0711,0.0,0.0,0.0,1.23,4.76,0.0
20231211:0811,0.0,1.79,2.16,1.23,4.62,0.0
20231211:0911,3.48,12.55,5.69,1.21,4.69,0.0
20231211:1011,1.99,9.86,7.53,1.17,4.69,0.0
20231211:1111,5.69,16.14,7.53,1.09,4.83,0.0
20231211:1211,3.49,12.55,5.7,0.94,4.9,0.0
20231211:1311,0.0,1.65,2.18,0.68,5.03,0.0
20231211:1411,0.0,0.0,0.0,0.34,5.03,0.0
20231211:1511,0.0,0.0,0.0,0.14,5.03,0.0
20231211:1611,0.0,0.0,0.0,-0.01,5.1,0.0
20231211:1711,0.0,0.0,0.0,-0.31,4.97,0.0
20231211:1811,0.0,0.0,0.0,-0.49,4.9,0.0
20231211:1911,0.0,0.0,0.0,-0.24,4.62,0.0
20231211:2011,0.0,0.0,0.0,-0.39,4.62,0.0
20231211:2111,0.0,0.0,0.0,-0.64,4.62,0.0
20231211:2211,0.0,0.0,0.0,-0.83,4.69,0.0
20231211:2311,0.0,0.0,0.0,-1.08,4.62,0.0
20231212:0011,0.0,0.0,0.0,-1.23,4.41,0.0
20231212:0111,0.0,0.0,0.0,-1.45,4.34,0.0
20231212:0211,0.0,0.0,0.0,-1.74,4.28,0.0
20231212:0311,0.0,0.0,0.0,-1.98,4.21,0.0
20231212:0411,0.0,0.0,0.0,-2.23,4.21,0.0
20231212:0511,0.0,0.0,0.0,-2.43,4.07,0.0
20231212:0611,0.0,0.0,0.0,-2.57,4.0,0.0
20231212:0711,0.0,0.0,0.0,-2.6,3.93,0.0
20231212:0811,0.0,1.79,2.05,-2.83,3.86,0.0
20231212:0911,2.05,9.86,5.59,-2.8,3.93,0.0
20231212:1011,2.54,10.76,7.44,-2.72,3.93,0.0
20231212:1111,1.13,8.07,7.46,-2.7,3.66,0.0
20231212:1211,0.0,5.38,5.65,-2.69,3.79,0.0
20231212:1311,0.0,1.65,2.13,-2.86,3.72,0.0
20231212:1411,0.0,0.0,0.0,-3.02,3.66,0.0
20231212:1511,0.0,0.0,0.0,-3.16,3.59,0.0
20231212:1611,0.0,0.0,0.0,-3.33,3.52,0.0
20231212:1711,0.0,0.0,0.0,-3.56,3.45,0.0
20231212:1811,0.0,0.0,0.0,-3.64,3.38,0.0
20231212:1911,0.0,0.0,0.0,-3.71,3.31,0.0
20231212:2011,0.0,0.0,0.0,-3.78,3.31,0.0
20231212:2111,0.0,0.0,0.0,-3.65,3.38,0.0
20231212:2211,0.0,0.0,0.0,-3.59,3.38,0.0
20231212:2311,0.0,0.0,0.0,-3.59,3.38,0.0
20231213:0011,0.0,0.0,0.0,-3.48,3.38,0.0
20231213:0111,0.0,0.0,0.0,-3.42,3.31,0.0
20231213:0211,0.0,0.0,0.0,-3.44,3.24,0.0
20231213:0311,0.0,0.0,0.0,-3.38,3.17,0.0
20231213:0411,0.0,0.0,0.0,-3.41,3.31,0.0
20231213:0511,0.0,0.0,0.0,-3.35,3.52,0.0
20231213:0611,0.0,0.0,0.0,-3.26,3.72,0.0
20231213:0711,0.0,0.0,0.0,-3.14,3.45,0.0
20231213:0811,0.0,1.79,1.95,-3.15,3.52,0.0
20231213:0911,0.32,6.28,5.5,-2.94,3.59,0.0
20231213:1011,1.13,8.07,7.37,-2.67,3.52,0.0
20231213:1111,1.13,8.07,7.4,-2.51,3.79,0.0
20231213:1211,0.0,5.38,5.59,-2.44,3.86,0.0
20231213:1311,0.0,1.65,2.1,-2.48,3.86,0.0
20231213:1411,0.0,0.0,0.0,-2.55,3.86,0.0
20231213:1511,0.0,0.0,0.0,-2.67,3.86,0.0
20231213:1611,0.0,0.0,0.0,-2.87,3.93,0.0
20231213:1711,0.0,0.0,0.0,-3.01,3.86,0.0
20231213:1811,0.0,0.0,0.0,-3.3,3.79,0.0
20231213:1911,0.0,0.0,0.0,-3.57,4.0,0.0
20231213:2011,0.0,0.0,0.0,-3.87,4.07,0.0
20231213:2111,0.0,0.0,0.0,-4.19,4.21,0.0
20231213:2211,0.0,0.0,0.0,-4.55,4.14,0.0
20231213:2311,0.0,0.0,0.0,-4.88,4.14,0.0
20231214:0011,0.0,0.0,0.0,-5.27,4.21,0.0
20231214:0111,0.0,0.0,0.0,-5.63,4.28,0.0
20231214:0211,0.0,0.0,0.0,-6.11,4.34,0.0
20231214:0311,0.0,0.0,0.0,-6.51,4.14,0.0
20231214:0411,0.0,0.0,0.0,-6.95,3.86,0.0
20231214:0511,0.0,0.0,0.0,-7.43,3.72,0.0
20231214:0611,0.0,0.0,0.0,-7.8,3.66,0.0
20231214:0711,0.0,0.0,0.0,-8.17,3.59,0.0
20231214:0811,0.0,0.9,1.86,-8.31,3.52,0.0
20231214:0911,1.19,8.07,5.42,-8.29,3.66,0.0
20231214:1011,1.19,8.07,7.29,-8.06,3.45,0.0
20231214:1111,1.19,8.07,7.34,-7.8,3.31,0.0
20231214:1211,0.0,5.38,5.55,-7.54,3.1,0.0
20231214:1311,0.0,1.65,2.07,-7.47,3.03,0.0
20231214:1411,0.0,0.0,0.0,-7.71,3.1,0.0
20231214:1511,0.0,0.0,0.0,-7.94,3.03,0.0
20231214:1611,0.0,0.0,0.0,-8.27,3.03,0.0
20231214:1711,0.0,0.0,0.0,-8.58,2.97,0.0
20231214:1811,0.0,0.0,0.0,-9.05,2.97,0.0
20231214:1911,0.0,0.0,0.0,-8.33,2.76,0.0
20231214:2011,0.0,0.0,0.0,-8.48,2.48,0.0
20231214:2111,0.0,0.0,0.0,-8.76,2.41,0.0
20231214:2211,0.0,0.0,0.0,-9.18,2.55,0.0
20231214:2311,0.0,0.0,0.0,-9.63,2.55,0.0
20231215:0011,0.0,0.0,0.0,-9.95,2.55,0.0
20231215:0111,0.0,0.0,0.0,-10.07,2.55,0.0
20231215:0211,0.0,0.0,0.0,-10.28,2.41,0.0
20231215:0311,0.0,0.0,0.0,-10.36,2.07,0.0
20231215:0411,0.0,0.0,0.0,-10.29,1.79,0.0
20231215:0511,0.0,0.0,0.0,-10.3,1.93,0.0
20231215:0611,0.0,0.0,0.0,-9.93,1.93,0.0
20231215:0711,0.0,0.0,0.0,-7.71,2.21,0.0
20231215:0811,0.0,0.9,1.77,-6.44,2.41,0.0
20231215:0911,0.0,5.38,5.34,-4.86,2.69,0.0
20231215:1011,7.04,17.93,7.23,-3.53,3.03,0.0
20231215:1111,6.4,17.03,7.29,-2.58,3.17,0.0
20231215:1211,54.59,75.03,5.52,-1.85,2.97,0.0
20231215:1311,0.0,1.65,2.05,-1.47,2.62,0.0
20231215:1411,0.0,0.0,0.0,-1.29,2.55,0.0
20231215:1511,0.0,0.0,0.0,-0.85,2.48,0.0
20231215:1611,0.0,0.0,0.0,-0.43,2.48,0.0
20231215:1711,0.0,0.0,0.0,-0.08,2.41,0.0
20231215:1811,0.0,0.0,0.0,0.24,2.55,0.0
20231215:1911,0.0,0.0,0.0,0.26,2.55,0.0
20231215:2011,0.0,0.0,0.0,0.47,2.9,0.0
20231215:2111,0.0,0.0,0.0,0.26,3.1,0.0
20231215:2211,0.0,0.0,0.0,-0.1,3.03,0.0
20231215:2311,0.0,0.0,0.0,-0.18,3.17,0.0
20231216:0011,0.0,0.0,0.0,-0.32,3.31,0.0
20231216:0111,0.0,0.0,0.0,-0.5,3.31,0.0
20231216:0211,0.0,0.0,0.0,-0.28,3.45,0.0
20231216:0311,0.0,0.0,0.0,-0.23,3.38,0.0
20231216:0411,0.0,0.0,0.0,0.15,3.38,0.0
20231216:0511,0.0,0.0,0.0,0.56,3.38,0.0
20231216:0611,0.0,0.0,0.0,1.05,3.45,0.0
20231216:0711,0.0,0.0,0.0,1.34,3.45,0.0
20231216:0811,0.0,0.9,1.69,1.73,3.59,0.0
20231216:0911,1.08,8.07,5.27,2.18,3.45,0.0
20231216:1011,1.96,9.86,7.17,2.73,4.07,0.0
20231216:1111,1.07,8.07,7.25,3.31,4.83,0.0
20231216:1211,0.0,5.38,5.49,3.76,5.31,0.0
20231216:1311,0.0,1.65,2.03,4.16,5.38,0.0
20231216:1411,0.0,0.0,0.0,4.43,5.52,0.0
20231216:1511,0.0,0.0,0.0,4.72,5.86,0.0
20231216:1611,0.0,0.0,0.0,4.99,6.28,0.0
20231216:1711,0.0,0.0,0.0,5.3,6.48,0.0
20231216:1811,0.0,0.0,0.0,5.53,6.69,0.0
20231216:1911,0.0,0.0,0.0,5.43,7.24,0.0
20231216:2011,0.0,0.0,0.0,5.49,7.72,0.0
20231216:2111,0.0,0.0,0.0,5.55,7.93,0.0
20231216:2211,0.0,0.0,0.0,5.56,7.66,0.0
20231216:2311,0.0,0.0,0.0,5.18,6.69,0.0
20231217:0011,0.0,0.0,0.0,4.5,5.72,0.0
20231217:0111,0.0,0.0,0.0,3.46,4.48,0.0
20231217:0211,0.0,0.0,0.0,2.63,4.14,0.0
20231217:0311,0.0,0.0,0.0,2.04,3.38,0.0
20231217:0411,0.0,0.0,0.0,1.32,2.83,0.0
20231217:0511,0.0,0.0,0.0,0.79,2.76,0.0
20231217:0611,0.0,0.0,0.0,0.52,3.03,0.0
20231217:0711,0.0,0.0,0.0,0.44,2.9,0.0
20231217:0811,0.0,0.9,1.62,0.46,2.97,0.0
20231217:0911,44.76,64.7,5.21,0.79,3.1,0.0
20231217:1011,11.84,25.1,7.12,1.25,3.24,0.0
20231217:1111,12.44,26.0,7.21,1.93,3.38,0.0
20231217:1211,2.44,10.76,5.47,2.56,3.31,0.0
20231217:1311,0.0,1.65,2.02,2.72,3.31,0.0
20231217:1411,0.0,0.0,0.0,3.46,3.52,0.0
20231217:1511,0.0,0.0,0.0,4.18,3.93,0.0
20231217:1611,0.0,0.0,0.0,4.7,4.55,0.0
20231217:1711,0.0,0.0,0.0,4.94,4.62,0.0
20231217:1811,0.0,0.0,0.0,4.99,4.41,0.0
20231217:1911,0.0,0.0,0.0,4.86,4.07,0.0
20231217:2011,0.0,0.0,0.0,4.77,3.86,0.0
20231217:2111,0.0,0.0,0.0,4.74,3.79,0.0
20231217:2211,0.0,0.0,0.0,4.53,3.59,0.0
20231217:2311,0.0,0.0,0.0,4.35,3.59,0.0
20231218:0011,0.0,0.0,0.0,4.28,3.86,0.0
20231218:0111,0.0,0.0,0.0,4.39,3.79,0.0
20231218:0211,0.0,0.0,0.0,4.42,3.72,0.0
20231218:0311,0.0,0.0,0.0,4.52,3.59,0.0
20231218:0411,0.0,0.0,0.0,4.63,3.45,0.0
20231218:0511,0.0,0.0,0.0,4.67,3.45,0.0
20231218:0611,0.0,0.0,0.0,4.82,3.72,0.0
20231218:0711,0.0,0.0,0.0,4.58,4.14,0.0
20231218:0811,0.0,0.9,1.55,4.55,4.07,0.0
20231218:0911,2.9,11.65,5.16,4.51,3.79,0.0
20231218:1011,7.3,18.83,7.08,4.53,3.72,0.0
20231218:1111,5.56,16.14,7.19,4.6,3.45,0.0
20231218:1211,0.65,7.17,5.46,4.51,3.24,0.0
20231218:1311,0.0,1.65,2.03,4.36,3.31,0.0
20231218:1411,0.0,0.0,0.0,4.2,3.52,0.0
20231218:1511,0.0,0.0,0.0,4.28,3.66,0.0
20231218:1611,0.0,0.0,0.0,4.61,3.93,0.0
20231218:1711,0.0,0.0,0.0,4.87,4.21,0.0
20231218:1811,0.0,0.0,0.0,4.97,4.69,0.0
20231218:1911,0.0,0.0,0.0,4.7,4.55,0.0
20231218:2011,0.0,0.0,0.0,4.55,4.83,0.0
